com.samsung.health.food_info,6307003,7
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
,0.0,0.0,0.0,20.0,,,fatsecret-83500044,0,430.0,1.0,9.0,2025-04-19 04:12:40.743,2025-04-19 04:12:40.743,,8.0,,0.0,Cheesy Roll Up(Taco Bell),1.0,1.0,0.0,180.0,serving,,u104vMWe/c,,6.0,0.0,com.sec.android.app.shealth,17.0,,fac38efb-baec-4cdb-acb4-42b8de05011d,1,
,0.0,0.0,0.0,40.0,,,fatsecret-19091752,0,1060.0,4.0,18.0,2025-04-19 04:13:17.991,2025-04-19 04:13:17.991,,17.0,,0.0,Stacker(Taco Bell),3.0,1.0,0.0,400.0,serving,,u104vMWe/c,,9.0,0.0,com.sec.android.app.shealth,42.0,,5f1112e7-a1db-48c4-8bf7-5e391a76d918,1,
364.0,18.333334,0.22222222,0.0,278.0,,,fatsecret-3162,246,1747.0,3.4,24.06,2025-04-19 19:09:38.623,2025-04-19 19:09:38.623,8.482,33.04,3.66,39.77778,"Egg, Cheese and Bacon on Bagel",10.97,,27.615385,672.0,sandwich,,u104vMWe/c,g,9.511,,com.sec.android.app.shealth,80.1,0.36607143,3bdfd419-59f8-4f40-bfbe-3ec547e1ae75,1,
460.0,0.0,5.7777777,0.0,0.0,,,fatsecret-5743,28,147.0,1.2,10.49,2025-04-20 04:13:41.076,2025-04-20 04:13:41.076,2.755,1.84,3.408,2.5,Potato Chips,1.15,,0.53846157,153.0,single serving bag,,u104vMWe/c,g,3.069,,com.sec.android.app.shealth,13.93,0.18300654,546031b2-de78-4689-a42d-7ec93edbf443,1,
320.0,2.1111112,29.777779,0.0,0.0,,,fatsecret-5608,237,2.0,0.2,1.42,2025-04-20 04:13:41.077,2025-04-20 04:13:41.077,0.137,0.71,0.815,6.3333335,Strawberry Juice,18.25,,2.1538463,90.0,cup,,u104vMWe/c,g,0.043,,com.sec.android.app.shealth,18.49,2.6333334,700a7b3b-1c81-4eb6-bfeb-93884d2345bc,1,
680.0,70.0,70.0,0.0,0.0,,,fatsecret-40149887,20,35.0,0.0,0.0,2025-04-20 20:20:50.722,2025-04-20 20:20:50.722,0.0,0.0,0.0,0.0,Coconut Lyte(BodyArmor),2.0,0.0,0.0,20.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,15.0,,d15d78c8-40a3-4ba0-bd2e-b1e0b5b96d9b,1,
700.0,70.0,70.0,0.0,0.0,,,fatsecret-70726749,16,40.0,0.0,0.0,2025-04-20 20:56:31.377,2025-04-20 20:56:31.377,,0.0,,0.0,Blueberry Pomegranate Lyte(BodyArmor),2.0,0.0,0.0,20.0,serving,,u104vMWe/c,oz,,,com.sec.android.app.shealth,14.0,,f53ea093-595b-4249-a659-fb53a4d5107f,1,
214.0,0.0,0.0,0.0,110.0,,,fatsecret-10370667,142,330.0,1.0,0.5,2025-04-21 02:42:33.075,2025-04-21 02:42:33.075,,9.0,,5.5555553,Shrimp Ceviche(HEB),3.0,,3.5384614,60.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,4.0,2.3666666,11142358-ebe7-4886-bd11-9139063464dd,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-2037491,22,25.0,1.0,6.0,2025-04-21 02:42:33.075,2025-04-21 02:42:33.075,0.0,1.0,0.0,0.0,Taco Shells(Great Value),0.0,0.0,0.0,110.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,12.0,0.2,75bcbe99-e257-4fa7-a82f-5eb5768bb2f4,1,
,0.0,0.0,0.0,0.0,,,fatsecret-1598552,39,300.0,1.0,9.0,2025-04-21 02:51:55.529,2025-04-21 02:51:55.529,5.0,3.0,2.0,0.0,Cheese on Cheese Crackers(Kroger),3.0,,0.0,190.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,23.0,0.20526315,12ed15ad-a257-4bbd-8f90-18e1ac38eecf,1,
1080.0,0.0,350.0,0.0,0.0,,,fatsecret-11494318,15,220.0,4.0,1.5,2025-04-22 04:07:40.052,2025-04-22 04:07:40.052,0.0,20.0,0.0,20.0,Protein Juice Smoothie - Protein Zone Double Berry (Container)(Naked Juice),42.0,0.0,5.3846154,310.0,serving,,u104vMWe/c,oz,0.5,0.0,com.sec.android.app.shealth,54.0,,feaa2716-eb04-4d36-9e3f-5545ac13d9cd,1,
0.0,0.0,11.111111,0.0,0.0,,,fatsecret-12395054,12,65.0,0.0,0.0,2025-04-23 16:30:18.174,2025-04-17 17:52:58.009,0.0,0.0,0.0,0.0,+Energy Orange Pineapple(V8),10.0,,0.0,50.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,12.0,,12fd7556-48b0-485a-bd19-ae2e9f31e458,1,
258.0,10.555555,4.111111,0.0,66.0,,,fatsecret-4869,183,690.0,2.2,38.01,2025-04-23 20:57:30.480,2025-04-23 20:57:30.480,14.312,23.48,9.36,14.333333,Chimichanga with Chicken and Cheese,1.92,,24.076923,553.0,"chimichanga, NFS",,u104vMWe/c,g,12.219,,com.sec.android.app.shealth,28.79,0.33092225,a64038e0-f5e0-4a75-82ba-d74ad8eb0c75,1,
,0.0,100.0,0.0,0.0,,,fatsecret-84620148,0,65.0,3.0,0.0,2025-04-23 22:59:38.787,2025-04-23 22:59:38.787,,5.0,,0.0,Strawberries Wild Smoothie (Medium)(Jamba Juice),64.0,,0.0,320.0,serving,,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,77.0,,fba8f37a-79bf-4c88-9728-dcae2810075d,1,
305.0,1.1111112,4.888889,0.0,39.0,,,fatsecret-2980,244,669.0,1.0,3.86,2025-04-26 03:55:59.089,2025-04-26 03:55:59.089,1.584,17.35,0.239,9.611111,Oriental Style Beef and Rice Noodle Soup (Vietnamese Pho Bo),1.05,,2.0769231,176.0,cup,,u104vMWe/c,g,1.403,,com.sec.android.app.shealth,16.81,1.3863636,4488efca-2031-481f-a7f5-6772ce0a7214,1,
460.0,0.0,0.0,0.0,50.0,,,fatsecret-68680939,0,210.0,0.0,13.0,2025-04-26 03:56:42.213,2025-04-26 03:56:42.213,,10.0,,0.0,Vanilla Shake - Small(McDonald's),51.0,40.0,26.153847,480.0,serving,,u104vMWe/c,,8.0,0.5,com.sec.android.app.shealth,80.0,,fc7faebd-a4c6-44dc-9d13-f5a7268c466c,1,
110.0,0.0,11.111111,0.0,0.0,,,fatsecret-3217720,8,40.0,0.0,0.0,2025-04-26 03:57:18.082,2025-04-26 03:57:18.082,0.0,0.0,0.0,0.0,V-Fusion Energy Peach Mango(V8),11.0,0.0,0.0,50.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,12.0,,d162238e-4605-4936-93db-7e9c71166eba,1,
290.0,0.0,120.0,0.0,0.0,,,fatsecret-102731,240,10.0,0.0,0.0,2025-04-26 03:57:33.937,2025-04-14 20:10:09.476,,0.0,,5.0,Original 100% Apple Juice(Mott's),28.0,,0.0,120.0,serving,,u104vMWe/c,ml,,,com.sec.android.app.shealth,29.0,,7aabb98c-c140-4974-aa5c-fd2f86dcb5b4,1,
247.0,0.0,0.0,0.0,25.0,,,fatsecret-68721119,0,45.0,0.0,9.0,2025-04-26 23:30:28.052,2025-04-26 23:30:28.052,,2.0,,0.0,Cold Brew Coffee with Cream - Medium(Dunkin' Donuts),1.0,0.0,4.230769,90.0,serving,,u104vMWe/c,,4.5,0.0,com.sec.android.app.shealth,1.0,,dce15ea4-c18b-418e-afc8-c517e8553ea0,1,
,0.0,0.0,0.0,30.0,,,fatsecret-11877202,28,270.0,1.0,2.0,2025-04-27 04:10:23.132,2025-04-27 04:10:23.132,,9.0,,0.0,Chipotle Lime Artisan Beef Jerky(Fusion Jerky),7.0,,0.0,90.0,serving,,u104vMWe/c,g,1.0,0.0,com.sec.android.app.shealth,9.0,0.31111112,5b46f93d-0544-4207-8e23-f530837375a4,1,
,0.0,0.0,0.0,705.0,,,fatsecret-73745298,0,16920.0,27.0,257.0,2025-04-27 19:43:38.888,2025-04-27 19:43:38.888,,287.0,,0.0,Fajita Wrap Platter - Chicken(on The Border),81.0,,0.0,5370.0,serving,,u104vMWe/c,,84.0,0.0,com.sec.android.app.shealth,498.0,,9bb5e6f4-c9f0-4e92-abb9-d6a33bc80d96,1,
530.0,52.22222,50.0,0.0,0.0,,,fatsecret-83786300,12,20.0,0.0,0.0,2025-04-29 02:15:37.736,2025-04-29 02:15:37.736,,0.0,,0.0,Strawberry Banana(BodyArmor),21.0,19.0,0.0,90.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,22.0,,8ad6d09c-5e70-464d-800f-89ad280e3e9c,1,
207.0,3.1111112,0.6666667,0.0,59.0,,,fatsecret-4828,128,612.0,1.4,8.76,2025-04-29 23:16:56.651,2025-04-23 00:36:15.298,3.387,22.08,1.619,11.444445,"Soft Taco with Chicken, Cheese and Lettuce",1.09,,7.3076925,247.0,taco,,u104vMWe/c,g,2.915,,com.sec.android.app.shealth,18.7,0.51821864,c642913f-aacb-4e4f-81de-6eff2ab17ce0,1,
600.0,0.0,0.0,0.0,0.0,,,fatsecret-8750319,241,480.0,2.0,0.0,2025-05-01 01:11:18.031,2025-05-01 01:11:18.031,0.0,2.0,0.0,0.0,+Energy Original 100% Vegetable Juice(V8),7.0,,0.0,50.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,10.0,,4ebf3c6e-b5f3-44a2-a903-8ff33f5a06f6,1,
230.0,0.0,0.0,0.0,25.0,,,fatsecret-48816,0,570.0,4.0,20.0,2025-05-01 04:17:40.805,2025-05-01 04:17:40.805,,12.0,,12.777778,Chalupa Supreme - Beef(Taco Bell),4.0,1.0,9.230769,360.0,serving,,u104vMWe/c,,6.0,0.0,com.sec.android.app.shealth,31.0,,6c0a5897-ee2d-42a4-8395-d868d83151b3,1,
330.0,0.0,0.0,0.0,10.0,,,fatsecret-2253472,70,690.0,1.0,12.0,2025-05-01 23:04:19.877,2025-03-20 19:43:06.057,,10.0,,13.888889,Macaroni & Cheese as Packaged(Kraft),8.0,0.0,8.461538,350.0,serving,,u104vMWe/c,g,4.0,0.0,com.sec.android.app.shealth,50.0,0.2,0188a731-f378-4976-ae64-46f9b1267131,1,
120.0,0.0,100.0,0.0,0.0,,,fatsecret-76658,240,15.0,0.0,0.0,2025-05-02 00:57:09.218,2025-05-02 00:57:09.218,,0.5,,0.0,100% Grape Juice(Welch's),36.0,0.0,2.3076923,140.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,37.0,,9e3bcd42-65c9-4943-8a63-ab0a83bc7c17,1,
0.0,0.0,0.0,0.0,0.0,"150.0 kcal, 1",,quickinput-4909b0ef-499f-4618-8989-2cd55f0d7fa1,1,140.0,0.0,1.5,2025-05-02 14:42:11.379,2025-05-02 14:42:08.877,0.0,2.0,0.0,0.0,Wunderground Brain Washington Oat Latte,0.0,0.0,0.0,150.0,serving,,u104vMWe/c,120001,0.0,0.0,com.sec.android.app.shealth,33.0,1.0,d849e5b8-faa0-4382-ba1d-8b0f38ade7db,1,
,0.0,0.0,0.0,0.0,,,fatsecret-3650710,12,45.0,0.0,0.0,2025-05-05 00:30:36.282,2025-05-05 00:30:36.282,0.0,0.0,0.0,0.0,Coca-Cola Classic (12 oz)(Coca-Cola),39.0,39.0,0.0,140.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,39.0,,66831cbb-1fb8-4946-8b54-bf39b5326910,1,
409.0,23.222221,2.1111112,0.0,150.0,,,fatsecret-4797,238,1226.0,2.1,34.68,2025-05-05 00:30:36.282,2025-05-05 00:30:36.282,11.264,47.7,3.028,21.166666,Burrito with Chicken and Cheese,2.62,,47.23077,645.0,medium burrito,,u104vMWe/c,g,18.045,,com.sec.android.app.shealth,33.44,0.36899224,b99eeb56-4f7b-45cf-992e-692bbd935f7e,1,
240.0,11.0,1.1111112,0.0,44.0,,,fatsecret-39911,163,784.0,,18.84,2025-05-05 03:47:28.973,2025-05-05 03:47:28.973,6.311,9.63,0.817,7.3333335,Enchilada with Cheese,,,24.923077,319.0,enchilada,,u104vMWe/c,g,10.588,,com.sec.android.app.shealth,28.54,0.5109718,56e870e3-cb1a-4235-814d-84ba59d0eeb0,1,
460.0,0.0,0.0,0.0,0.0,,,fatsecret-64687899,8,105.0,3.0,4.5,2025-05-05 17:41:19.919,2025-05-05 17:41:19.919,,10.0,,27.777779,Mint Cacao Chip Meal Shake(Urban Remedy),11.0,,4.3846154,160.0,serving,,u104vMWe/c,oz,2.0,0.0,com.sec.android.app.shealth,26.0,,f3747488-07cd-423d-b078-4d59ab3cf0aa,1,
,0.0,0.0,0.0,20.0,,,fatsecret-322482,31,125.0,0.0,7.0,2025-05-05 19:57:00.507,2025-04-07 19:55:06.453,0.0,2.0,0.0,0.0,Regular Cream Cheese Spread(Philadelphia),1.0,,0.0,80.0,serving,,u104vMWe/c,g,4.5,0.0,com.sec.android.app.shealth,2.0,0.3875,c973fc41-2ae6-413e-8d5c-ca33384fd949,1,
552.0,13.0,5.3333335,0.0,88.0,,,fatsecret-4796,238,1061.0,7.4,24.89,2025-05-06 04:01:37.046,2025-03-12 04:55:44.330,8.606,33.18,3.24,23.11111,"Burrito with Chicken, Beans and Cheese",2.62,,30.23077,535.0,medium burrito,,u104vMWe/c,g,11.431,,com.sec.android.app.shealth,43.91,0.4448598,af8c43f8-d970-4915-bd85-c27bbc2932aa,1,
,0.0,0.0,0.0,,,,fatsecret-82701267,20441,,,17.0,2025-05-07 22:40:11.073,2025-04-08 03:22:56.928,,24.0,,0.0,Chicken Spinach and Artichoke Sandwich Melt(Life Cuisine),,,0.0,410.0,serving,,u104vMWe/c,g,,,com.sec.android.app.shealth,41.0,49.8561,f3ca6bc1-b0c0-40fd-b5f3-9484e033660e,1,
170.0,0.0,0.0,0.0,,,,fatsecret-16071999,28,80.0,2.0,8.0,2025-05-07 23:06:21.068,2025-04-17 18:28:03.170,,1.0,,1.1111112,Sweet Plantains(Terra),1.0,0.0,0.0,140.0,serving,,u104vMWe/c,g,6.0,,com.sec.android.app.shealth,18.0,0.2,cd17a0bf-c2bf-4b19-8fca-7e22234d885e,1,
400.0,0.0,0.0,0.0,0.0,,,fatsecret-3140779,168,0.0,3.0,0.5,2025-05-08 01:26:34.130,2025-03-22 05:43:25.278,0.0,1.0,0.0,0.0,Clementines(Cuties),18.0,,0.0,45.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,22.0,3.7333333,f15bd92a-b045-4ff6-b048-8931fafdf568,1,
,0.0,0.0,0.0,70.0,,,fatsecret-56072532,1,930.0,6.0,24.0,2025-05-11 03:42:47.362,2025-04-03 06:11:56.192,,29.0,,0.0,Chicken Gyro Bowl(Nick The Greek),6.0,,0.0,530.0,serving,,u104vMWe/c,,8.5,0.0,com.sec.android.app.shealth,48.0,,17dc15b7-d6c7-43cf-99c1-ddd1aa6785fe,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-1630660,0,400.0,0.0,5.0,2025-05-12 22:10:50.699,2025-05-12 22:10:50.699,,12.0,,0.0,Cheddar Cheese Bagel(Safeway),2.0,,0.0,260.0,serving,,u104vMWe/c,,2.0,0.0,com.sec.android.app.shealth,46.0,,cc52a6f8-b9ab-4df4-a5ae-3ae540aaa317,1,
50.0,0.0,0.0,0.0,0.0,"80 kcal, Per 1 bottle",,fatsecret-236936,12,160.0,0.0,0.0,2025-05-12 22:11:08.194,2024-04-21 00:16:52.609,,0.0,,0.0,Thirst Quencher Lemon-Lime (12 oz)(Gatorade),21.0,21.0,0.0,80.0,serving,,u104vMWe/c,oz,0.0,,com.sec.android.app.shealth,22.0,,e56d4c1c-9c38-41de-b141-5afa296fbcc6,1,
180.0,0.0,0.0,0.0,0.0,,,fatsecret-1224402,240,0.0,,0.0,2025-05-13 20:35:37.179,2025-05-13 03:54:48.368,0.0,0.0,0.0,0.0,Organic Apple Juice(365),24.0,,0.0,120.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,30.0,,b4dc1614-25bf-408f-ab1b-db328254d5b9,1,
55.0,0.0,0.0,0.0,0.0,,,fatsecret-4501,158,577.0,0.6,0.44,2025-05-14 00:39:56.288,2025-03-22 05:44:41.816,0.138,4.2,0.119,10.444445,White Rice,0.08,,1.2307693,204.0,"cup, cooked",,u104vMWe/c,g,0.12,,com.sec.android.app.shealth,44.08,0.7745098,65173ce0-a759-4dc3-a487-391a8af91dc2,1,
549.0,2.8888888,4.111111,0.0,114.0,,,fatsecret-16648128,244,1053.0,0.3,9.0,2025-05-14 00:39:56.304,2025-05-14 00:39:56.304,4.412,45.52,1.59,10.333333,Teriyaki Chicken,13.87,,2.1538463,341.0,cup,,u104vMWe/c,g,2.104,0.049,com.sec.android.app.shealth,15.62,0.7155425,c20f1d2b-43e2-4a93-a69c-89c94f8cec25,1,
77.0,0.0,0.0,0.0,75.0,"480.0 kcal, 1",,quickinput-dcc0f8a3-8859-408d-afc8-baa93dc0c0ae,1,1260.0,0.0,27.0,2025-05-14 18:54:11.358,2025-05-11 18:22:28.213,0.0,24.0,0.0,6.0,Izzio Sourdough grilled cheese (bacon and Gouda),0.0,0.0,25.0,480.0,serving,,u104vMWe/c,120001,14.0,0.0,com.sec.android.app.shealth,36.0,1.0,be9d0022-1069-447d-a2b7-d367390fc5e3,1,
250.0,0.0,0.0,0.0,0.0,,,fatsecret-522611,8,10.0,0.0,0.0,2025-05-15 22:00:40.692,2025-05-15 22:00:40.692,,0.0,,0.0,Organic Unfiltered Apple Juice(Trader Joe's),24.0,,1.5384616,110.0,serving,,u104vMWe/c,oz,,,com.sec.android.app.shealth,28.0,,8aac0de5-fe9a-4aaa-8c31-dc49ddad930a,1,
143.0,9.444445,0.44444445,5.0,32.0,,,fatsecret-39366,72,58.0,0.5,7.92,2025-05-16 02:03:04.045,2025-05-16 02:03:04.045,2.138,2.52,0.325,0.33333334,Vanilla Ice Creams,15.28,,7.076923,145.0,cup,,u104vMWe/c,g,4.889,,com.sec.android.app.shealth,16.99,0.49655172,f6ada45b-b6fd-449f-9f69-9b308d455f65,1,
,0.0,0.0,0.0,,,,fatsecret-2405316,57,150.0,,3.5,2025-05-16 19:41:35.159,2025-05-16 19:41:35.159,,9.0,,0.0,Carne Asada Taco(King Taco),,,0.0,120.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,13.0,0.475,79fc901f-9c1e-4237-bd66-c45a8a04c0a0,1,
357.0,2.7777777,1.4444444,0.0,3.0,,,fatsecret-3295,253,918.0,8.6,4.0,2025-05-18 03:15:05.330,2025-05-18 03:15:05.330,1.531,6.58,0.987,9.277778,Bean Soup,1.77,,5.076923,137.0,cup,,u104vMWe/c,g,1.214,,com.sec.android.app.shealth,19.23,1.8467153,8e995206-01e7-444e-a335-6e715a8a3e8c,1,
40.0,0.0,0.0,0.0,0.0,,,fatsecret-86762752,30,230.0,1.0,8.0,2025-05-18 04:00:31.777,2025-05-18 04:00:31.777,2.0,3.0,3.5,5.5555553,Cheddar Jack Baked Snack Crackers(Cheez-It),0.0,0.0,1.5384616,150.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,18.0,0.2,fc073d0f-4137-4e5b-a1db-bf148aa0782f,1,
176.0,0.5555556,4.111111,0.0,0.0,,,fatsecret-35830,92,2.0,0.8,0.32,2025-05-18 17:21:11.138,2025-05-18 17:21:11.138,0.013,0.58,0.094,1.5000001,"Grapes (American Type, Slip Skin)",14.95,,1.0,62.0,cup,,u104vMWe/c,g,0.105,,com.sec.android.app.shealth,15.78,1.483871,e85734d9-ebce-47d7-8b74-ecdd90e1ef51,1,
410.0,0.0,0.0,0.0,70.0,,,fatsecret-70917,112,75.0,0.0,1.0,2025-05-18 20:17:17.670,2025-05-18 20:17:17.670,,24.0,0.0,0.0,Boneless Skinless Chicken Breast Fillets(Smart Chicken),0.0,,0.0,110.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,0.0,1.0181818,fd88447f-5101-4ce4-8568-abcf70f91fc1,1,
15.0,0.0,0.0,0.0,5.0,,,fatsecret-118219,26,80.0,0.0,5.0,2025-05-18 21:09:51.232,2025-05-18 21:09:51.232,,1.0,,0.0,Snickerdoodle Cookies(Great Value),8.0,,0.0,110.0,serving,,u104vMWe/c,g,2.5,0.0,com.sec.android.app.shealth,15.0,0.23636363,4a274964-2d4d-4e6b-8f25-481163d4bd6f,1,
320.0,0.0,0.0,0.0,10.0,,,fatsecret-11429324,3,650.0,1.0,9.0,2025-05-19 03:52:25.562,2025-05-19 03:52:25.562,,10.0,,15.0,Macaroni & Cheese Original(Kraft),8.0,,11.538462,330.0,serving,,u104vMWe/c,oz,3.0,0.0,com.sec.android.app.shealth,50.0,,3215a312-265f-4212-8ccd-b8dbdab7e277,1,
240.0,0.0,0.0,0.0,0.0,,,fatsecret-3975167,5,15.0,1.0,0.0,2025-05-19 20:45:43.194,2025-05-17 18:59:33.944,0.0,0.0,0.0,0.0,Green Seedless Grapes(Wegmans),20.0,,0.0,90.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,23.0,,75b65ace-4bb2-4633-a3bc-c84359b6bbd9,1,
445.0,15.555555,8.777778,0.0,88.0,,,fatsecret-39935,219,1108.0,,32.94,2025-05-20 05:30:40.570,2025-05-20 05:30:40.570,12.61,28.19,2.026,25.88889,"Cheeseburger (Large, Single Patty with Condiments and Vegetables)",,,15.846154,563.0,sandwich,,u104vMWe/c,g,15.039,,com.sec.android.app.shealth,38.39,0.38898757,6e556011-3f94-4357-a7d9-1ce534d4b1ad,1,
,0.0,0.0,0.0,,,,fatsecret-9603633,8,,,0.0,2025-05-20 05:31:01.615,2025-05-20 05:31:01.615,,0.0,,0.0,Snow Cone (Baby)(Bahama Buck's),,,0.0,170.0,serving,,u104vMWe/c,oz,,,com.sec.android.app.shealth,45.0,,48dbdd09-48de-40e1-9899-015caead7a9e,1,
60.0,0.0,0.0,0.0,0.0,,,fatsecret-39999159,56,430.0,1.0,15.0,2025-05-20 05:31:23.719,2025-05-20 05:31:23.719,4.0,6.0,7.0,10.555555,Crackers(Cheez-It),0.0,,4.6153846,280.0,serving,,u104vMWe/c,g,3.0,0.0,com.sec.android.app.shealth,32.0,0.2,91dbd528-2896-48e1-8e4d-9fcbb1dbe031,1,
63.0,0.0,0.0,0.0,0.0,,,fatsecret-4424,140,325.0,2.5,1.29,2025-05-21 04:30:33.179,2025-05-21 04:30:33.179,0.182,8.06,0.444,10.277778,Spaghetti,0.78,,0.7692308,220.0,"cup, cooked",,u104vMWe/c,g,0.245,,com.sec.android.app.shealth,42.95,0.6363636,46f1c86f-5cac-48be-98be-2c0fc3c4b251,1,
104.0,8.111111,8.222222,0.0,64.0,,,fatsecret-22836504,70,206.0,1.3,12.8,2025-05-21 22:26:50.743,2025-05-21 22:26:50.743,5.333,6.26,2.389,8.0,Jalapeño Poppers,1.78,,5.8461537,204.0,pieces,,u104vMWe/c,g,4.126,,com.sec.android.app.shealth,16.03,0.34313726,6ee33a97-8edd-4db1-be94-92ce746b556b,3,
811.0,6.2222223,19.555555,0.0,51.0,,,fatsecret-5069,255,1887.0,3.8,13.06,2025-05-23 04:57:51.948,2025-05-23 04:57:51.948,5.638,20.22,1.339,22.388891,Pasta with Meat Sauce,8.47,,3.6923077,329.0,cup,,u104vMWe/c,g,4.34,,com.sec.android.app.shealth,33.33,0.775076,0f7246aa-1742-485e-a308-989d755f1e02,1,
0.0,0.0,10.0,0.0,0.0,,,fatsecret-2507661,31,45.0,0.0,1.5,2025-05-23 04:58:09.107,2025-04-29 02:17:55.428,0.0,0.0,0.0,0.0,Fruit Gushers(General Mills),10.0,9.0,0.0,80.0,serving,,u104vMWe/c,g,0.5,0.0,com.sec.android.app.shealth,25.0,0.3875,51af73ac-88fe-4da0-b0bd-b4285caf0f0d,1,
,0.0,0.0,0.0,,,,fatsecret-73290494,15,30.0,,0.0,2025-05-23 22:32:48.176,2025-05-23 22:32:48.176,,0.0,,0.0,Pink Lemonade with Ice (Med)(In-N-Out),47.0,,0.0,210.0,serving,,u104vMWe/c,oz,,,com.sec.android.app.shealth,51.0,,0cfd3f34-2433-4d8b-aeb9-24665037a2e1,1,
96.0,0.22222222,6.0,0.0,0.0,,,fatsecret-10523995,50,1.0,0.4,0.08,2025-05-26 17:30:57.545,2025-05-26 17:30:57.545,0.004,0.36,0.024,1.0,White Grapes,7.74,,0.3846154,34.0,grapes,,u104vMWe/c,g,0.027,,com.sec.android.app.shealth,9.05,1.4705882,7bd21ce5-6c81-4567-96d4-9696ed27493a,10,
,0.0,0.0,0.0,25.0,,,fatsecret-55533097,0,1100.0,5.0,40.0,2025-05-29 02:10:15.151,2025-05-29 02:10:15.151,,11.0,,0.0,"One-Pan Smashed Black Bean Tacos with Creamy Slaw, Pickled Onion & Red Pepper Crema(Real Appeal)",,5.0,0.0,425.0,serving,,u104vMWe/c,,7.0,,com.sec.android.app.shealth,50.0,,182168ad-392c-4fc0-9188-eb55701ce28b,1,
20.0,0.0,0.0,0.0,0.0,,,fatsecret-3742,13,83.0,0.4,1.01,2025-05-29 02:10:54.891,2024-09-10 19:43:01.797,0.506,1.08,0.206,2.3888888,Flour Tortilla,0.25,,1.3076923,41.0,tortilla (approx 4" dia),,u104vMWe/c,g,0.245,,com.sec.android.app.shealth,6.68,0.31707317,d2f421f0-0949-43b5-b072-976d4c63258b,1,
,0.0,0.0,0.0,0.0,,,fatsecret-34479142,28,210.0,1.0,10.0,2025-05-30 23:19:05.795,2025-05-30 23:19:05.795,,2.0,,2.7777777,Xxtra Flamin Hot(Cheetos),0.0,,0.7692308,160.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,15.0,0.175,fd718af3-b656-47b9-9777-3ec5672c27bc,1,
804.0,0.0,0.0,0.0,140.0,,,fatsecret-39493930,377,470.0,3.0,4.5,2025-05-31 02:00:23.537,2025-05-31 02:00:23.537,0.0,47.0,0.0,11.111111,Chicken & Rice(Megafit Meals),3.0,0.0,4.5384617,420.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,49.0,0.89761907,6b711b69-e5cf-4885-a595-911cf1587329,1,
240.0,0.0,0.0,20.0,0.0,,,fatsecret-80021851,44,240.0,3.0,2.0,2025-06-02 18:33:10.828,2025-06-02 18:33:10.828,1.0,3.0,0.5,70.0,Cheerios Veggie Blends Blueberry Banana(General Mills),8.0,7.0,16.153847,170.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,36.0,0.25882354,4f4de995-41d0-46a2-ad7b-d94c0b676bfb,1,
700.0,2.2222223,24.444445,0.0,40.0,,,fatsecret-11608169,269,550.0,4.0,6.0,2025-06-02 20:55:06.741,2025-06-02 20:55:06.741,2.5,20.0,1.5,12.222222,Cafe Steamers Grilled Chicken Marinara with Parmesan(Healthy Choice),6.0,3.0,6.1538463,280.0,serving,,u104vMWe/c,g,2.0,0.0,com.sec.android.app.shealth,36.0,0.9607143,6d9f7369-1200-4f5b-97be-24d3c2fef473,1,
